"Speaker","Bigram","n","log_odds"
"BOOKER","the leader",3,0.441107002916067
"BOOKER","the most",3,-0.00493021037767107
"BOOKER","the truth",3,0.154535079247678
"BOOKER","their kids",3,0.31482699274129
"BOOKER","there is",3,0.0293306406279048
"BOOKER","they have",3,0.0300943248301533
"BOOKER","this city",3,0.73035197912078
"BOOKER","this election",3,0.201958848153104
"BOOKER","this nation",3,0.206516477941265
"BOOKER","this stage",3,0.078062178133769
"BOOKER","thousands of",3,0.153561550267018
"BOOKER","to come",3,0.0400323244693022
"BOOKER","to even",3,0.580766567051198
"BOOKER","to fight",3,0.140772813977458
"BOOKER","to give",3,0.0261794370951968
"BOOKER","to put",3,0.0604682350331321
"BOOKER","to school",3,0.345013566352625
"BOOKER","too long",3,0.398055119303749
"BOOKER","up in",3,0.15116496062887
"BOOKER","up on",3,0.192658833177205
"BOOKER","very clearly",3,0.589375078782793
"BOOKER","was the",3,0.0354325043842157
"BOOKER","way to",3,0.0520864225566915
"BOOKER","way we",3,0.226745286739712
"BOOKER","we as",3,0.510008260242365
"BOOKER","we beat",3,1.20184695636586
"BOOKER","we didn't",3,0.2333521872899
"BOOKER","we do",3,0.020976637189274
"BOOKER","we don't",3,0.0188782117636873
"BOOKER","we get",3,0.148356798244837
"BOOKER","We must",3,0.328127612176473
"BOOKER","we need",3,-0.095379916896901
"BOOKER","we stand",3,0.377355884304347
"BOOKER","what I'm",3,0.217894461671459
"BOOKER","when we",3,0.0311724259808436
"BOOKER","whether it's",3,0.183421003504568
"BOOKER","will be",3,-0.051149074412616
"BOOKER","will bring",3,0.418196419821648
"BOOKER","will lead",3,0.510008260242365
"BOOKER","will not",3,0.0736127018587679
"BOOKER","with a",3,1.83518721400265e-05
"BOOKER","with corporate",3,1.08805103415674
"BOOKER","won the",3,0.391860608781779
"BOOKER","you are",3,0.045010130557875
"BOOKER","you do",3,0.0330454676763443
"BOOKER","you were",3,0.0578644652480279
"KAMALA HARRIS","10 million",3,0.465721321230562
"KAMALA HARRIS","40 million",3,0.672324624122527
"KAMALA HARRIS","a black",3,0.685368802437635
"KAMALA HARRIS","a great",3,0.0479908273484086
"KAMALA HARRIS","a half",3,0.177218655390051
"KAMALA HARRIS","a prosecutor",3,0.84665347894225
"KAMALA HARRIS","a public",3,0.285829116395124
"KAMALA HARRIS","ability to",3,0.176592773363591
"KAMALA HARRIS","about how",3,0.136956369874676
"KAMALA HARRIS","about you",3,0.308726271396935
"KAMALA HARRIS","agree with",3,0.0370055919167309
"KAMALA HARRIS","All of",3,0.270210573574369
"KAMALA HARRIS","and getting",3,0.451977528948484
"KAMALA HARRIS","and keep",3,0.470545087918768
"KAMALA HARRIS","And on",3,0.405798455090687
"KAMALA HARRIS","And so",3,0.0445241088360572
"KAMALA HARRIS","And this",3,0.151482636619208
"KAMALA HARRIS","and three",3,0.699138947549233
"KAMALA HARRIS","And we",3,-0.0284565688092259
"KAMALA HARRIS","are going",3,-0.00871797426526175
"KAMALA HARRIS","are now",3,0.221714268285213
"KAMALA HARRIS","as attorney",3,1.35722497396386
"KAMALA HARRIS","as being",3,0.648171996194794
"KAMALA HARRIS","as president",3,0.05631398188808
"KAMALA HARRIS","at that",3,0.207099569370701
"KAMALA HARRIS","at the",3,-0.114201735359257
"KAMALA HARRIS","based on",3,0.146109134634254
"KAMALA HARRIS","be about",3,0.405798455090687
"KAMALA HARRIS","be held",3,0.402465039209644
"KAMALA HARRIS","be the",3,0.0143845700712014
"KAMALA HARRIS","be very",3,0.203904324307862
"KAMALA HARRIS","because we",3,0.0534013976937763
"KAMALA HARRIS","been the",3,0.225424423781343
"KAMALA HARRIS","best of",3,0.555318764848858
"KAMALA HARRIS","biggest corporations",3,1.46015667141416
"KAMALA HARRIS","by a",3,0.157653768260875
"KAMALA HARRIS","change your",3,0.745566207706011
"KAMALA HARRIS","child has",3,0.84665347894225
"KAMALA HARRIS","civil rights",3,0.259910020627121
"KAMALA HARRIS","clear about",3,0.443370758721556
"KAMALA HARRIS","companies and",3,0.298444027536105
"KAMALA HARRIS","corporations in",3,0.999618863371579
"KAMALA HARRIS","deal with",3,0.0133689482972921
"KAMALA HARRIS","decision that",3,0.447621685494038
"KAMALA HARRIS","decision to",3,0.380870245233288
"KAMALA HARRIS","do you",3,-0.047002019378219
"KAMALA HARRIS","don't get",3,0.24042359730531
"KAMALA HARRIS","emergency room",3,0.699138947549233
"KAMALA HARRIS","existential threat",3,0.999618863371579
"KAMALA HARRIS","far too",3,0.520678125943879
"KAMALA HARRIS","fight for",3,0.185006292925362
"KAMALA HARRIS","for our",3,0.0632736223645661
"KAMALA HARRIS","four more",3,0.84665347894225
"KAMALA HARRIS","full time",3,0.626263100015269
"KAMALA HARRIS","getting them",3,0.999618863371579
"KAMALA HARRIS","go to",3,-0.0364220311742226
"KAMALA HARRIS","got a",3,0.0487760199929468
"KAMALA HARRIS","got to",3,-0.0923339382736266
"KAMALA HARRIS","great economy",3,1.46015667141416
"KAMALA HARRIS","had to",3,0.0845026679203608
"KAMALA HARRIS","has resulted",3,1.20109191559155
"KAMALA HARRIS","how this",3,0.596899812755681
"KAMALA HARRIS","I believe",3,-0.087147175438028
"KAMALA HARRIS","I did",3,0.0519732347012165
"KAMALA HARRIS","I do",3,-0.00738913517613587
"KAMALA HARRIS","I had",3,0.0941792363226369
"KAMALA HARRIS","I know",3,-0.0284565688092259
"KAMALA HARRIS","I made",3,0.217229680007463
"KAMALA HARRIS","I plan",3,1.2724051995112
"KAMALA HARRIS","I saw",3,0.267558383612786
"KAMALA HARRIS","in California",3,0.380870245233288
"KAMALA HARRIS","in terms",3,0.0953761105931872
"KAMALA HARRIS","instead of",3,0.149991384818279
"KAMALA HARRIS","is an",3,0.0711831974631701
"KAMALA HARRIS","is going",3,0.0019487671123451
"KAMALA HARRIS","is my",3,0.336092031546211
"KAMALA HARRIS","is the",3,-0.114944088262043
"KAMALA HARRIS","is trying",3,0.527145955178871
"KAMALA HARRIS","is wrong",3,0.323720735328834
"KAMALA HARRIS","it's not",3,0.059305108860792
"KAMALA HARRIS","jacking up",3,1.75017354919876
"KAMALA HARRIS","Justice in",3,1.46015667141416
"KAMALA HARRIS","let's be",3,0.465721321230562
"KAMALA HARRIS","listening to",3,0.349600935504359
"KAMALA HARRIS","more than",3,0.0347225429769192
"KAMALA HARRIS","more years",3,0.587915371145607
"KAMALA HARRIS","North Korea",3,0.204695152182881
"KAMALA HARRIS","not a",3,0.0359461581556527
"KAMALA HARRIS","not have",3,0.104469191867266
"KAMALA HARRIS","not want",3,0.336092031546211
"KAMALA HARRIS","of 40",3,1.2724051995112
"KAMALA HARRIS","of healthcare",3,0.899428572541005
"KAMALA HARRIS","of race",3,0.533830681550161
"KAMALA HARRIS","of those",3,0.0375390511524686
"KAMALA HARRIS","of who",3,0.49675359056682
"KAMALA HARRIS","on day",3,0.383782934853946
"KAMALA HARRIS","on people",3,0.49675359056682
"KAMALA HARRIS","on that",3,0.0523794143708006
"KAMALA HARRIS","only to",3,0.405798455090687
"KAMALA HARRIS","own definition",3,1.75017354919876
"KAMALA HARRIS","passed a",3,0.439220474526281
"KAMALA HARRIS","people are",3,0.0529914770255576
"KAMALA HARRIS","percent and",3,0.475499481987126
"KAMALA HARRIS","plan on",3,0.579287394734358
"KAMALA HARRIS","plan that",3,0.153502300967883
"KAMALA HARRIS","plan will",3,0.659944057595607
"KAMALA HARRIS","President of",3,0.258677931990025
"KAMALA HARRIS","prey on",3,1.75017354919876
"KAMALA HARRIS","private detention",3,1.58797636827777
"KAMALA HARRIS","private plan",3,1.20109191559155
"KAMALA HARRIS","prosecute the",3,1.14011146900345
"KAMALA HARRIS","public schools",3,0.277083999078144
"KAMALA HARRIS","real people",3,0.823365078858671
"KAMALA HARRIS","responsive to",3,1.08722080067373
"KAMALA HARRIS","resulted in",3,0.763059726991821
"KAMALA HARRIS","said he",3,0.207099569370701
"KAMALA HARRIS","second largest",3,0.84665347894225
"KAMALA HARRIS","second only",3,1.75017354919876
"KAMALA HARRIS","Senator Biden",3,0.221714268285213
"KAMALA HARRIS","should have",3,0.070222605618832
"KAMALA HARRIS","so much",3,0.130970664696063
"KAMALA HARRIS","someone who",3,0.164743262849295
"KAMALA HARRIS","States Congress",3,0.386749935889282
"KAMALA HARRIS","States second",3,1.95369593292284
"KAMALA HARRIS","take the",3,0.128909058267611
"KAMALA HARRIS","talked about",3,0.0756129800946458
"KAMALA HARRIS","talking about",3,-0.0314006843585456
"KAMALA HARRIS","tax bill",3,0.713705933894199
"KAMALA HARRIS","tell them",3,0.367064347389909
"KAMALA HARRIS","Thank you",3,-0.146207239439974
"KAMALA HARRIS","that he",3,0.016739640107866
"KAMALA HARRIS","that if",3,0.0531962485018114
"KAMALA HARRIS","that our",3,0.106782238489884
"KAMALA HARRIS","that this",3,0.0646287983898422
"KAMALA HARRIS","That's why",3,0.0944772279846311
"KAMALA HARRIS","the ability",3,0.252688117089758
"KAMALA HARRIS","the Affordable",3,0.431205924369216
"KAMALA HARRIS","the biggest",3,0.1475492381811
"KAMALA HARRIS","the case",3,0.197760279086475
"KAMALA HARRIS","the civil",3,0.423548359438686
"KAMALA HARRIS","the Civil",3,0.801800472402449
"KAMALA HARRIS","the country",3,-0.0202948611257255
"KAMALA HARRIS","the criminal",3,0.514415453706842
"KAMALA HARRIS","the death",3,0.24042359730531
"KAMALA HARRIS","the Hyde",3,1.04079286515124
"KAMALA HARRIS","the insurance",3,0.255050676859975
"KAMALA HARRIS","the last",3,-0.0318015711529018
"KAMALA HARRIS","the month",3,0.763059726991821
"KAMALA HARRIS","the morning",3,0.570992511004273
"KAMALA HARRIS","the next",3,-0.00616844747025215
"KAMALA HARRIS","the reality",3,0.301787640059548
"KAMALA HARRIS","The reality",3,0.502462902682818
"KAMALA HARRIS","the state",3,0.0497653390668238
"KAMALA HARRIS","the system",3,0.189105177793947
"KAMALA HARRIS","the top",3,0.15555891035637
"KAMALA HARRIS","their parents",3,0.435166799624977
"KAMALA HARRIS","there was",3,0.103169089147257
"KAMALA HARRIS","this campaign",3,0.107788714317602
"KAMALA HARRIS","this economy",3,0.216352275508092
"KAMALA HARRIS","this election",3,0.198511092028497
"KAMALA HARRIS","this far",3,1.46015667141416
"KAMALA HARRIS","to a",3,-0.000903448725493004
"KAMALA HARRIS","to act",3,0.367064347389909
"KAMALA HARRIS","to American",3,0.555318764848858
"KAMALA HARRIS","to deal",3,0.0753621329999685
"KAMALA HARRIS","to help",3,0.0318046653598449
"KAMALA HARRIS","to hold",3,0.325710735241226
"KAMALA HARRIS","to integrate",3,1.58797636827777
"KAMALA HARRIS","to make",3,-0.133007434048964
"KAMALA HARRIS","to not",3,0.290424068773118
"KAMALA HARRIS","to oppose",3,0.763059726991821
"KAMALA HARRIS","to reform",3,0.271556984514234
"KAMALA HARRIS","top 1",3,0.533830681550161
"KAMALA HARRIS","Trump and",3,0.419845033756404
"KAMALA HARRIS","under a",3,0.435166799624977
"KAMALA HARRIS","up at",3,0.555318764848858
"KAMALA HARRIS","up to",3,0.0556833928338602
"KAMALA HARRIS","us this",3,0.636959534488579
"KAMALA HARRIS","was going",3,0.189802543404546
"KAMALA HARRIS","was the",3,0.0289596593381844
"KAMALA HARRIS","we all",3,0.203118711108647
"KAMALA HARRIS","we must",3,0.182351791080217
"KAMALA HARRIS","we talk",3,0.285829116395124
"KAMALA HARRIS","we will",3,0.00897377312324798
"KAMALA HARRIS","we would",3,0.0738689792500605
"KAMALA HARRIS","we've got",3,0.00897377312324798
"KAMALA HARRIS","Well first",3,0.131806199704362
"KAMALA HARRIS","what you",3,0.0595218841841792
"KAMALA HARRIS","when you",3,0.0258614936541033
"KAMALA HARRIS","where they",3,0.191209869202985
"KAMALA HARRIS","who said",3,0.347262658114859
"KAMALA HARRIS","who were",3,0.213757563998833
"KAMALA HARRIS","will get",3,0.224486301533773
"KAMALA HARRIS","will tell",3,0.232199285224156
"KAMALA HARRIS","with this",3,0.138727666996785
"KAMALA HARRIS","years of",3,0.179756722692592
"KAMALA HARRIS","you agree",3,0.223555299730342
"KAMALA HARRIS","you are",3,0.038793667620855
"KAMALA HARRIS","you for",3,0.154525907578535
"KAMALA HARRIS","you have",3,-0.0981770702749743
"KAMALA HARRIS","you something",3,0.412673986982337
"KAMALA HARRIS","you were",3,0.0519732347012165
"KAMALA HARRIS","you what",3,0.185679504074657
"KAMALA HARRIS","your plan",3,0.23420507821777
"KAMALA HARRIS","your position",3,0.378010163089815
"BOOKER","100 percent",2,0.203621476882115
"BOOKER","15 percent",2,0.242487824673209
"BOOKER","17,000 people",2,1.19271835247417
"BOOKER","50 votes",2,1.35917128376233
"BOOKER","a big",2,0.0424481065799366
"BOOKER","a campaign",2,0.226206396025861
"BOOKER","a human",2,0.340002794945391
"BOOKER","a license",2,0.596327852974314
"BOOKER","a more",2,0.195812299403566
"BOOKER","a movement",2,0.616727032712543
"BOOKER","a people",2,0.34894261171949
"BOOKER","a person",2,0.160438725551101
"BOOKER","a plan",2,0.0436029227466067
"BOOKER","a problem",2,0.102489888279658
"BOOKER","a racist",2,0.616727032712543
"BOOKER","a school",2,0.391736472749044
"BOOKER","ACLU has",2,1.5955229952377
"BOOKER","acting like",2,0.616727032712543
"BOOKER","actually an",2,0.981302628054902
"BOOKER","actually solve",2,1.19271835247417
"BOOKER","address the",2,0.234949424102535
"BOOKER","after shooting",2,1.5955229952377
"BOOKER","against each",2,0.692143225892878
"BOOKER","against itself",2,1.35917128376233
"BOOKER","ago that",2,0.309242625692874
"BOOKER","agrees with",2,0.379796942363685
"BOOKER","America and",2,0.0950320085241171
"BOOKER","America We",2,0.281698735800238
"BOOKER","Americans agree",2,0.981302628054902
"BOOKER","Americans under",2,0.850508604919584
"BOOKER","an African",2,0.418868325811574
"BOOKER","an America",2,0.411626783887342
"BOOKER","an American",2,0.113193727229859
"BOOKER","an authoritarian",2,1.35917128376233
"BOOKER","an economy",2,0.22789914101131
"BOOKER","an oath",2,0.664192806055716
"BOOKER","and actually",2,0.344399760130399
"BOOKER","And as",2,0.0690686291400353
"BOOKER","and brown",2,0.850508604919584
"BOOKER","and foremost",2,0.344399760130399
"BOOKER","and fought",2,0.504138064747104
"BOOKER","And I'm",2,0.0491200866765415
"BOOKER","And if",2,-0.00768090260132598
"BOOKER","and move",2,0.340002794945391
"BOOKER","and my",2,0.108166027584226
"BOOKER","And not",2,0.363535588460167
"BOOKER","And on",2,0.261580974844766
"BOOKER","and say",2,0.0582474395633355
"BOOKER","and that's",2,0.00554735925894628
"BOOKER","and then",2,-0.0180148718747756
"BOOKER","and they",2,-0.0124780264512402
"BOOKER","and this",2,0.0873899540596808
"BOOKER","and to",2,0.000207105503693413
"BOOKER","and you",2,-0.0224636510663948
"BOOKER","are afraid",2,0.692143225892878
"BOOKER","are and",2,0.238653916861117
"BOOKER","are from",2,0.596327852974314
"BOOKER","are on",2,0.161313113686001
"BOOKER","are the",2,-0.00361002579289575
"BOOKER","are trying",2,0.197072660404157
"BOOKER","as I",2,0.0318649040995822
"BOOKER","As my",2,0.981302628054902
"BOOKER","as president",2,0.0115346337103056
"BOOKER","as we",2,0.0224056233039014
"BOOKER","at our",2,0.216579586841183
"BOOKER","at this",2,0.0839924129729612
"BOOKER","away from",2,0.0684478138670471
"BOOKER","back into",2,0.18973788286029
"BOOKER","be to",2,0.194567547063428
"BOOKER","beat him",2,0.56063684340405
"BOOKER","because I",2,-0.0253992168425581
"BOOKER","because it",2,0.0796603433727992
"BOOKER","because people",2,0.327611178329148
"BOOKER","because the",2,0.0379745434110526
"BOOKER","because this",2,0.204983392974335
"BOOKER","been to",2,0.27898876857108
"BOOKER","begin to",2,0.130885045721801
"BOOKER","believe in",2,0.0130110158954886
"BOOKER","believe the",2,0.127783616769014
"BOOKER","best way",2,0.186263642182079
"BOOKER","better deal",2,0.664192806055716
"BOOKER","bill to",2,0.363535588460167
"BOOKER","black and",2,0.544894400409811
"BOOKER","border security",2,0.323724442894193
"BOOKER","brown community",2,1.5955229952377
"BOOKER","but I",2,-0.015591971098046
"BOOKER","But I",2,-0.0600216335783424
"BOOKER","But in",2,0.168615280746374
"BOOKER","but the",2,0.0690686291400353
"BOOKER","by making",2,0.34894261171949
"BOOKER","by showing",2,1.0725258585343
"BOOKER","campaign in",2,0.404706280071534
"BOOKER","can't do",2,0.129011366654361
"BOOKER","cannot sacrifice",2,1.5955229952377
"BOOKER","care And",2,0.316280864364703
"BOOKER","care to",2,0.202277490765993
"BOOKER","challenges in",2,0.723716986402391
"BOOKER","change on",2,0.850508604919584
"BOOKER","charter schools",2,0.374171118690093
"BOOKER","checks and",2,0.516773067569498
"BOOKER","city Newark",2,1.5955229952377
"BOOKER","climate accords",2,1.35917128376233
"BOOKER","come out",2,0.176522247621119
"BOOKER","come to",2,0.0675248641944377
"BOOKER","coming to",2,0.224540031918651
"BOOKER","communities of",2,0.801488536899852
"BOOKER","community I",2,0.577713845824249
"BOOKER","Congress should",2,0.596327852974314
"BOOKER","consolidation is",2,1.35917128376233
"BOOKER","contributions from",2,0.56063684340405
"BOOKER","country and",2,0.0335087940459295
"BOOKER","country where",2,0.331615542452399
"BOOKER","courageous empathy",2,1.5955229952377
"BOOKER","criminal courts",2,1.35917128376233
"BOOKER","criminal supervision",2,1.5955229952377
"BOOKER","crisis in",2,0.327611178329148
"BOOKER","crisis of",2,0.56063684340405
"BOOKER","dangerous situation",2,0.981302628054902
"BOOKER","day I",2,0.271210291787499
"BOOKER","day we",2,0.530319520887649
"BOOKER","dear God",2,1.5955229952377
"BOOKER","debate stage",2,0.411626783887342
"BOOKER","Democratic Party",2,0.165810729592079
"BOOKER","dignity and",2,0.56063684340405
"BOOKER","divide us",2,0.544894400409811
"BOOKER","do the",2,0.0709582642747931
"BOOKER","don't talk",2,0.434422752616493
"BOOKER","Donald Trump's",2,0.353639891831481
"BOOKER","drops in",2,1.5955229952377
"BOOKER","Earth and",2,0.723716986402391
"BOOKER","economy that",2,0.240554197314698
"BOOKER","empathy in",2,1.5955229952377
"BOOKER","enough about",2,0.577713845824249
"BOOKER","environmental injustice",2,1.35917128376233
"BOOKER","even know",2,0.442798050992381
"BOOKER","factory farming",2,1.5955229952377
"BOOKER","far more",2,0.293189928896141
"BOOKER","fight to",2,0.259293761813749
"BOOKER","find common",2,0.492315361449823
"BOOKER","first place",2,0.198348986188727
"BOOKER","focusing on",2,0.331615542452399
"BOOKER","for a",2,-0.0677999649622095
"BOOKER","for all",2,0.0429082144148093
"BOOKER","for All",2,0.29021400591207
"BOOKER","for life",2,0.391736472749044
"BOOKER","for president",2,0.0488728401267975
"BOOKER","for that",2,0.0368906851610748
"BOOKER","for them",2,0.0675248641944377
"BOOKER","for those",2,0.0984622599085087
"BOOKER","for us",2,0.0224056233039014
"BOOKER","forward and",2,0.266296063616531
"BOOKER","fought for",2,0.218124346684596
"BOOKER","four years",2,0.0889438221753275
"BOOKER","free world",2,0.418868325811574
"BOOKER","friend Secretary",2,1.19271835247417
"BOOKER","from our",2,0.173480487974234
"BOOKER","from their",2,0.259293761813749
"BOOKER","further and",2,0.516773067569498
"BOOKER","get there",2,0.259293761813749
"BOOKER","get this",2,0.147458003871566
